ubicageo_f,apalin1,apalin2,apalin3,apalin5,apalin6,apalin7
16034,7,6,1,7,6,1
16035,1,1,0,1,1,0
16036,1,1,0,1,1,0
16037,0,0,0,1,1,0
16038,1,1,0,1,1,0
16039,1,1,0,1,1,0
16040,2,1,1,2,1,1
16041,3,2,1,3,2,1
16042,1,1,0,1,1,0
16043,2,2,0,6,6,0
16044,1,1,0,1,1,0
16045,1,1,0,1,1,0
16046,2,1,1,2,1,1
16047,1,1,0,1,1,0
16048,1,1,0,1,1,0
16049,1,1,0,1,1,0
16050,2,2,0,3,3,0
16051,ND,ND,ND,ND,ND,ND
16052,3,3,0,3,3,0
16053,1,1,0,80,80,0
16054,1,1,0,1,1,0
16055,1,0,1,1,0,1
16056,2,2,0,0,0,0
16057,1,1,0,0,0,0
16058,1,1,0,1,1,0
16059,1,1,0,0,0,0
16060,1,1,0,1,1,0
16061,1,1,0,1,1,0
16062,1,1,0,1,1,0
16063,1,1,0,1,1,0
16064,0,0,0,0,0,0
16065,1,1,0,0,0,0
16066,2,2,0,0,0,0
16067,1,1,0,1,1,0
16068,1,1,0,1,1,0
16069,4,3,1,4,3,1
16070,1,1,0,1,1,0
16071,1,1,0,1,1,0
16072,1,1,0,1,1,0
16073,1,1,0,1,1,0
16074,2,2,0,2,2,0
16075,1,1,0,5,5,0
16076,2,2,0,2,2,0
16077,3,3,0,3,3,0
16078,1,1,0,2,1,1
16079,1,1,0,1,1,0
16080,1,1,0,1,1,0
16081,1,1,0,1,1,0
16082,2,2,0,2,2,0
16083,3,2,1,3,2,1
16084,1,1,0,1,1,0
16085,2,1,1,2,1,1
16086,1,1,0,1,1,0
16087,1,1,0,1,1,0
16088,5,3,2,22,19,3
16089,1,1,0,1,1,0
16090,1,0,1,1,0,1
16091,1,1,0,1,1,0
16092,1,0,1,1,0,1
16093,1,1,0,0,0,0
16094,1,1,0,1,1,0
16095,1,1,0,1,1,0
16096,1,0,1,1,0,1
16097,2,2,0,2,2,0
16098,1,1,0,0,0,0
16099,1,1,0,1,1,0
16100,1,1,0,2,2,0
16101,1,1,0,1,1,0
16102,2,1,1,2,1,1
16103,1,1,0,1,1,0
16104,1,1,0,0,0,0
16105,1,1,0,1,1,0
16106,1,1,0,1,1,0
16107,2,2,0,2,2,0
16108,1,1,0,1,1,0
16109,1,1,0,1,1,0
16110,2,2,0,2,2,0
16111,1,1,0,1,1,0
16112,2,2,0,0,0,0
16113,1,1,0,1,1,0
17001,1,1,0,0,0,0
17002,2,1,1,2,1,1
17003,2,2,0,2,2,0
17004,2,2,0,2,2,0
17005,1,1,0,0,0,0
17006,9,6,3,9,6,3
17007,17,17,0,40,40,0
17008,1,1,0,1,1,0
17009,2,2,0,2,2,0
17010,3,2,1,3,2,1
17011,6,6,0,6,6,0
17012,1,1,0,1,1,0
17013,2,2,0,0,0,0
17014,1,1,0,1,1,0
17015,1,1,0,1,1,0
17016,1,1,0,1,1,0
17017,1,1,0,1,1,0
17018,3,3,0,3,3,0
17019,1,1,0,1,1,0
17020,2,2,0,2,2,0
17021,2,2,0,2,2,0
17022,2,2,0,2,2,0
17023,1,1,0,1,1,0
17024,2,1,1,1,1,0
17025,1,1,0,1,1,0
17026,1,0,1,1,0,1
17027,1,1,0,0,0,0
17028,4,4,0,4,4,0
17029,2,2,0,2,2,0
17030,2,1,1,2,1,1
17031,NA,NA,NA,NA,NA,NA
17032,2,2,0,2,2,0
17033,1,1,0,1,1,0
17034,1,1,0,1,1,0
17035,NA,NA,NA,NA,NA,NA
17036,1,1,0,0,0,0
18001,2,2,0,2,2,0
18002,1,1,0,1,1,0
18003,1,1,0,2,1,1
18004,1,1,0,1,1,0
18005,1,1,0,1,1,0
18006,2,2,0,2,2,0
18007,1,1,0,1,1,0
18008,1,1,0,1,1,0
18009,0,0,0,0,0,0
18010,1,1,0,1,1,0
18011,1,1,0,1,1,0
18012,1,1,0,1,1,0
18013,1,1,0,1,1,0
18014,1,1,0,1,1,0
18015,2,1,1,2,1,1
18016,1,1,0,1,1,0
18017,26,26,0,12,12,0
18018,1,1,0,0,0,0
18019,2,1,1,2,1,1
18020,4,4,0,4,4,0
19001,NSS,NSS,NSS,NSS,NSS,NSS
19002,NA,NA,NA,NA,NA,NA
19003,1,1,0,2,2,0
19004,7,6,1,7,6,1
19005,1,1,0,1,1,0
19006,38,1,37,38,1,37
19007,0,0,0,2,1,1
19008,2,2,0,2,2,0
19009,3,3,0,3,3,0
19010,1,1,0,1,1,0
19011,2,1,1,2,1,1
19012,0,0,0,2,0,2
19013,1,1,0,2,2,0
19014,1,1,0,1,1,0
19015,NA,NA,NA,NA,NA,NA
19016,2,1,1,2,1,1
19017,1,1,0,1,1,0
19018,34,4,30,60,30,30
19019,1,1,0,5,5,0
19020,0,0,0,1,1,0
19021,NSS,NSS,NSS,NSS,NSS,NSS
19022,1,1,0,1,1,0
19023,NA,NA,NA,NA,NA,NA
19024,1,1,0,1,1,0
19025,1,1,0,1,1,0
19026,50,50,0,69,69,0
19027,1,1,0,1,1,0
19028,1,1,0,1,1,0
19029,1,1,0,1,1,0
19030,2,1,1,2,1,1
19031,5,5,0,15,15,0
19032,1,1,0,1,1,0
19033,7,5,2,10,9,1
19034,2,2,0,2,2,0
19035,1,1,0,1,1,0
19036,1,1,0,1,1,0
19037,1,1,0,1,1,0
19038,3,3,0,8,8,0
19039,119,119,0,119,119,0
19040,NA,NA,NA,NA,NA,NA
19041,1,1,0,1,1,0
19042,2,1,1,2,1,1
19043,1,1,0,0,0,0
19044,5,5,0,7,7,0
19045,2,2,0,2,2,0
19046,61,61,0,61,61,0
19047,1,1,0,0,0,0
19048,29,29,0,29,29,0
19049,20,8,12,20,8,12
19050,NA,NA,NA,NA,NA,NA
19051,2,1,1,9,1,8
20001,0,0,0,0,0,0
20002,0,0,0,1,1,0
20003,0,0,0,0,0,0
20004,1,1,0,1,0,1
20005,1,1,0,1,1,0
20006,0,0,0,0,0,0
20007,0,0,0,0,0,0
20008,0,0,0,0,0,0
20009,0,0,0,0,0,0
20010,1,1,0,1,1,0
20011,0,0,0,0,0,0
20012,0,0,0,0,0,0
20013,1,1,0,1,1,0
20014,1,1,0,1,1,0
20015,0,0,0,0,0,0
20016,0,0,0,0,0,0
20017,0,0,0,0,0,0
20018,0,0,0,0,0,0
20019,0,0,0,0,0,0
20020,0,0,0,0,0,0
20021,0,0,0,0,0,0
20022,0,0,0,0,0,0
20023,2,2,0,2,2,0
20024,0,0,0,0,0,0
20025,0,0,0,1,0,1
20026,1,0,1,1,0,1
20027,0,0,0,0,0,0
20028,1,0,1,1,0,1
20029,0,0,0,0,0,0
20030,1,1,0,1,1,0
20031,0,0,0,0,0,0
20032,0,0,0,0,0,0
20033,1,0,1,1,0,1
20034,0,0,0,0,0,0
20035,1,1,0,1,1,0
20036,0,0,0,0,0,0
20037,1,1,0,1,1,0
20038,0,0,0,0,0,0
20039,1,1,0,1,1,0
20040,0,0,0,0,0,0
20041,0,0,0,1,0,1
20042,0,0,0,0,0,0
20043,1,1,0,1,1,0
20044,0,0,0,0,0,0
20045,1,1,0,1,1,0
20046,0,0,0,0,0,0
20047,0,0,0,0,0,0
20048,0,0,0,0,0,0
20049,0,0,0,0,0,0
20050,0,0,0,0,0,0
20051,0,0,0,1,0,1
20052,1,1,0,1,1,0
20053,0,0,0,0,0,0
20054,0,0,0,0,0,0
20055,0,0,0,0,0,0
20056,1,1,0,0,0,0
20057,1,1,0,1,1,0
20058,0,0,0,0,0,0
20059,1,1,0,1,1,0
20060,0,0,0,0,0,0
20061,0,0,0,0,0,0
20062,0,0,0,0,0,0
20063,0,0,0,0,0,0
20064,1,0,1,1,0,1
20065,0,0,0,0,0,0
20066,1,0,1,1,0,1
20067,6,6,0,36,31,5
20068,1,0,1,1,0,1
20069,0,0,0,0,0,0
20070,1,1,0,0,0,0
20071,1,1,0,1,1,0
20072,0,0,0,0,0,0
20073,4,3,1,4,3,1
20074,0,0,0,0,0,0
20075,1,0,1,1,0,1
20076,1,1,0,1,1,0
20077,0,0,0,0,0,0
20078,0,0,0,0,0,0
20079,2,2,0,5,2,3
20080,0,0,0,0,0,0
20081,0,0,0,0,0,0
20082,0,0,0,0,0,0
20083,1,1,0,1,1,0
20084,0,0,0,0,0,0
20085,0,0,0,0,0,0
20086,0,0,0,0,0,0
20087,1,0,1,1,0,1
20088,0,0,0,0,0,0
20089,0,0,0,0,0,0
20090,0,0,0,0,0,0
20091,2,1,1,2,1,1
20092,1,0,1,1,0,1
20093,0,0,0,0,0,0
20094,0,0,0,0,0,0
20095,0,0,0,0,0,0
20096,0,0,0,0,0,0
20097,0,0,0,0,0,0
20098,0,0,0,0,0,0
20099,0,0,0,0,0,0
20100,0,0,0,0,0,0
20101,0,0,0,0,0,0
20102,0,0,0,0,0,0
20103,1,1,0,1,1,0
20104,0,0,0,0,0,0
20105,0,0,0,0,0,0
20106,0,0,0,0,0,0
20107,1,0,1,1,0,1
20108,0,0,0,0,0,0
20109,0,0,0,0,0,0
20110,0,0,0,0,0,0
20111,0,0,0,0,0,0
20112,0,0,0,0,0,0
20113,0,0,0,0,0,0
20114,0,0,0,0,0,0
20115,0,0,0,0,0,0
20116,0,0,0,0,0,0
20117,0,0,0,0,0,0
20118,1,0,1,1,0,1
20119,0,0,0,0,0,0
20120,0,0,0,0,0,0
20121,0,0,0,0,0,0
20122,0,0,0,0,0,0
20123,0,0,0,0,0,0
20124,1,0,1,1,0,1
20125,0,0,0,0,0,0
20126,0,0,0,0,0,0
20127,1,1,0,1,1,0
20128,1,1,0,1,1,0
20129,1,0,1,1,0,1
20130,1,0,1,1,0,1
20131,1,0,1,1,0,1
20132,1,1,0,1,1,0
20133,0,0,0,0,0,0
20134,1,1,0,1,1,0
20135,0,0,0,0,0,0
20136,1,1,0,1,1,0
20137,0,0,0,0,0,0
20138,1,1,0,1,1,0
20139,0,0,0,0,0,0
20140,0,0,0,0,0,0
20141,0,0,0,1,0,1
20142,0,0,0,0,0,0
20143,1,0,1,1,0,1
20144,0,0,0,0,0,0
20145,1,0,1,1,0,1
20146,0,0,0,0,0,0
20147,0,0,0,0,0,0
20148,0,0,0,0,0,0
20149,0,0,0,0,0,0
20150,1,0,1,1,0,1
20151,0,0,0,0,0,0
20152,0,0,0,0,0,0
20153,0,0,0,0,0,0
20154,1,1,0,1,1,0
20155,0,0,0,0,0,0
20156,1,1,0,1,1,0
20157,1,1,0,1,1,0
20158,0,0,0,0,0,0
20159,0,0,0,0,0,0
20160,1,1,0,1,1,0
20161,0,0,0,0,0,0
20162,0,0,0,0,0,0
20163,0,0,0,0,0,0
20164,0,0,0,0,0,0
20165,0,0,0,0,0,0
20166,1,1,0,1,1,0
20167,0,0,0,0,0,0
20168,0,0,0,0,0,0
20169,0,0,0,0,0,0
20170,0,0,0,0,0,0
20171,0,0,0,0,0,0
20172,0,0,0,0,0,0
20173,0,0,0,0,0,0
20174,1,1,0,1,1,0
20175,0,0,0,0,0,0
20176,1,0,1,1,0,1
20177,1,0,1,1,0,1
20178,0,0,0,0,0,0
20179,0,0,0,0,0,0
20180,1,1,0,0,0,0
20181,0,0,0,0,0,0
20182,0,0,0,0,0,0
20183,0,0,0,0,0,0
20184,1,1,0,1,1,0
20185,1,1,0,0,0,0
20186,0,0,0,0,0,0
20187,0,0,0,0,0,0
20188,1,1,0,0,0,0
20189,0,0,0,0,0,0
20190,0,0,0,0,0,0
20191,0,0,0,0,0,0
20192,0,0,0,0,0,0
20193,0,0,0,0,0,0
20194,0,0,0,0,0,0
20195,0,0,0,0,0,0
20196,0,0,0,0,0,0
20197,0,0,0,0,0,0
20198,1,0,1,1,0,1
20199,0,0,0,0,0,0
20200,0,0,0,0,0,0
20201,0,0,0,0,0,0
20202,1,0,1,1,0,1
20203,0,0,0,0,0,0
20204,0,0,0,0,0,0
20205,NA,NA,NA,NA,NA,NA
20206,0,0,0,0,0,0
20207,NA,NA,NA,NA,NA,NA
20208,0,0,0,0,0,0
20209,0,0,0,0,0,0
20210,0,0,0,0,0,0
20211,0,0,0,0,0,0
20212,0,0,0,0,0,0
20213,0,0,0,0,0,0
20214,0,0,0,0,0,0
20215,0,0,0,0,0,0
20216,0,0,0,0,0,0
20217,0,0,0,0,0,0
20218,0,0,0,0,0,0
20219,1,1,0,1,1,0
20220,1,0,1,1,0,1
20221,0,0,0,0,0,0
20222,0,0,0,0,0,0
20223,0,0,0,0,0,0
20224,0,0,0,0,0,0
20225,0,0,0,0,0,0
20226,0,0,0,0,0,0
20227,1,1,0,1,1,0
20228,0,0,0,0,0,0
20229,1,1,0,1,1,0
20230,0,0,0,0,0,0
20231,0,0,0,0,0,0
20232,1,0,1,1,0,1
20233,0,0,0,0,0,0
20234,0,0,0,0,0,0
20235,0,0,0,0,0,0
20236,0,0,0,0,0,0
20237,1,1,0,1,1,0
20238,0,0,0,0,0,0
20239,0,0,0,0,0,0
20240,0,0,0,0,0,0
20241,0,0,0,0,0,0
20242,NA,NA,NA,NA,NA,NA
20243,0,0,0,0,0,0
20244,0,0,0,0,0,0
20245,0,0,0,0,0,0
20246,0,0,0,0,0,0
20247,0,0,0,0,0,0
20248,1,1,0,1,1,0
20249,0,0,0,0,0,0
20250,0,0,0,0,0,0
20251,0,0,0,0,0,0
20252,0,0,0,0,0,0
20253,0,0,0,0,0,0
20254,0,0,0,0,0,0
20255,0,0,0,0,0,0
20256,0,0,0,0,0,0
20257,0,0,0,0,0,0
20258,0,0,0,0,0,0
20259,0,0,0,0,0,0
20260,0,0,0,0,0,0
20261,2,0,2,1,0,1
20262,0,0,0,0,0,0
20263,0,0,0,0,0,0
20264,0,0,0,0,0,0
20265,0,0,0,0,0,0
20266,0,0,0,0,0,0
20267,1,1,0,1,1,0
20268,0,0,0,0,0,0
20269,0,0,0,0,0,0
20270,0,0,0,0,0,0
20271,0,0,0,0,0,0
20272,0,0,0,0,0,0
20273,0,0,0,0,0,0
20274,0,0,0,0,0,0
20275,0,0,0,0,0,0
20276,0,0,0,0,0,0
20277,0,0,0,0,0,0
20278,0,0,0,0,0,0
20279,1,1,0,2,1,1
20280,0,0,0,0,0,0
20281,0,0,0,0,0,0
20282,0,0,0,0,0,0
20283,0,0,0,0,0,0
20284,0,0,0,0,0,0
20285,1,0,1,0,0,0
20286,1,1,0,1,1,0
20287,0,0,0,0,0,0
20288,0,0,0,0,0,0
20289,0,0,0,0,0,0
20290,0,0,0,0,0,0
20291,0,0,0,0,0,0
20292,1,1,0,1,1,0
20293,1,1,0,2,1,1
20294,1,1,0,2,1,1
20295,1,0,1,1,0,1
20296,0,0,0,0,0,0
20297,0,0,0,0,0,0
20298,1,1,0,1,1,0
20299,0,0,0,0,0,0
20300,1,1,0,1,1,0
20301,1,1,0,1,1,0
20302,0,0,0,0,0,0
20303,0,0,0,0,0,0
20304,0,0,0,0,0,0
20305,0,0,0,0,0,0
20306,0,0,0,0,0,0
20307,1,1,0,1,1,0
20308,1,0,1,1,0,1
20309,1,0,1,1,0,1
20310,1,1,0,1,1,0
20311,0,0,0,0,0,0
20312,1,1,0,0,0,0
20313,0,0,0,0,0,0
20314,0,0,0,0,0,0
20315,0,0,0,0,0,0
20316,0,0,0,0,0,0
20317,NA,NA,NA,NA,NA,NA
20318,2,1,1,2,1,1
20319,NA,NA,NA,NA,NA,NA
20320,0,0,0,0,0,0
20321,0,0,0,0,0,0
20322,NA,NA,NA,NA,NA,NA
20323,0,0,0,0,0,0
20324,1,1,0,1,1,0
20325,1,1,0,1,1,0
20326,0,0,0,0,0,0
20327,0,0,0,0,0,0
20328,0,0,0,0,0,0
20329,0,0,0,0,0,0
20330,0,0,0,0,0,0
20331,0,0,0,0,0,0
20332,0,0,0,0,0,0
20333,1,1,0,1,1,0
20334,0,0,0,0,0,0
20335,0,0,0,0,0,0
20336,0,0,0,0,0,0
20337,0,0,0,0,0,0
20338,1,1,0,1,1,0
20339,1,1,0,1,1,0
20340,1,1,0,1,1,0
20341,0,0,0,0,0,0
20342,NA,NA,NA,NA,NA,NA
20343,2,1,1,2,1,1
20344,0,0,0,0,0,0
20345,1,1,0,0,0,0
20346,1,1,0,1,1,0
20347,0,0,0,0,0,0
20348,0,0,0,1,0,1
20349,1,0,1,1,1,0
20350,1,1,0,1,1,0
20351,0,0,0,0,0,0
20352,0,0,0,0,0,0
20353,0,0,0,0,0,0
20354,0,0,0,0,0,0
20355,0,0,0,0,0,0
20356,1,1,0,2,2,0
20357,0,0,0,0,0,0
20358,0,0,0,0,0,0
20359,1,1,0,1,1,0
20360,0,0,0,0,0,0
20361,0,0,0,0,0,0
20362,1,1,0,1,1,0
20363,1,1,0,1,1,0
20364,1,1,0,1,1,0
20365,0,0,0,0,0,0
20366,0,0,0,0,0,0
20367,0,0,0,0,0,0
20368,1,0,1,1,0,1
20369,1,1,0,1,1,0
20370,0,0,0,0,0,0
20371,0,0,0,0,0,0
20372,0,0,0,0,0,0
20373,0,0,0,0,0,0
20374,0,0,0,0,0,0
20375,1,1,0,1,1,0
20376,0,0,0,0,0,0
20377,0,0,0,0,0,0
20378,0,0,0,0,0,0
20379,0,0,0,0,0,0
20380,0,0,0,0,0,0
20381,0,0,0,0,0,0
20382,0,0,0,0,0,0
20383,0,0,0,0,0,0
20384,0,0,0,0,0,0
20385,2,2,0,5,5,0
20386,0,0,0,0,0,0
20387,1,0,1,1,0,1
20388,0,0,0,0,0,0
20389,0,0,0,0,0,0
20390,2,2,0,2,2,0
20391,0,0,0,0,0,0
20392,0,0,0,0,0,0
20393,2,0,2,2,0,2
20394,0,0,0,0,0,0
20395,0,0,0,0,0,0
20396,0,0,0,0,0,0
20397,3,1,2,3,1,2
20398,2,0,2,2,0,2
20399,3,3,0,3,3,0
20400,1,1,0,1,0,1
20401,0,0,0,1,0,1
20402,0,0,0,0,0,0
20403,1,1,0,1,1,0
20404,0,0,0,0,0,0
20405,0,0,0,0,0,0
20406,0,0,0,0,0,0
20407,0,0,0,0,0,0
20408,0,0,0,0,0,0
20409,1,1,0,1,1,0
20410,0,0,0,0,0,0
20411,0,0,0,0,0,0
20412,0,0,0,0,0,0
20413,2,2,0,2,2,0
20414,0,0,0,0,0,0
20415,0,0,0,0,0,0
20416,0,0,0,0,0,0
20417,1,1,0,1,1,0
20418,1,1,0,1,1,0
20419,0,0,0,0,0,0
20420,0,0,0,0,0,0
20421,1,0,1,1,0,1
20422,0,0,0,0,0,0
20423,0,0,0,0,0,0
20424,0,0,0,0,0,0
20425,0,0,0,0,0,0
20426,1,1,0,1,1,0
20427,1,1,0,1,1,0
20428,0,0,0,0,0,0
20429,0,0,0,0,0,0
20430,0,0,0,0,0,0
20431,0,0,0,0,0,0
20432,0,0,0,0,0,0
20433,0,0,0,0,0,0
20434,0,0,0,0,0,0
20435,0,0,0,0,0,0
20436,1,1,0,0,0,0
20437,0,0,0,0,0,0
20438,0,0,0,0,0,0
20439,1,1,0,1,1,0
20440,0,0,0,0,0,0
20441,1,0,1,1,0,1
20442,0,0,0,0,0,0
20443,0,0,0,0,0,0
20444,0,0,0,0,0,0
20445,0,0,0,0,0,0
20446,0,0,0,0,0,0
20447,2,0,2,2,0,2
20448,0,0,0,0,0,0
20449,0,0,0,0,0,0
20450,0,0,0,0,0,0
20451,0,0,0,0,0,0
20452,1,0,1,1,0,1
20453,0,0,0,0,0,0
20454,0,0,0,0,0,0
20455,0,0,0,0,0,0
20456,1,1,0,1,1,0
20457,0,0,0,0,0,0
20458,1,1,0,1,1,0
20459,1,1,0,1,1,0
20460,0,0,0,0,0,0
20461,0,0,0,0,0,0
20462,1,1,0,1,1,0
20463,0,0,0,0,0,0
20464,0,0,0,0,0,0
20465,0,0,0,0,0,0
20466,0,0,0,0,0,0
20467,1,1,0,1,1,0
20468,0,0,0,0,0,0
20469,0,0,0,0,0,0
20470,1,0,1,1,0,1
20471,0,0,0,0,0,0
20472,1,0,1,1,0,1
20473,0,0,0,0,0,0
20474,1,1,0,0,0,0
20475,1,1,0,1,1,0
20476,0,0,0,0,0,0
20477,0,0,0,0,0,0
20478,0,0,0,0,0,0
20479,0,0,0,0,0,0
20480,0,0,0,0,0,0
20481,0,0,0,0,0,0
20482,1,1,0,1,1,0
20483,1,1,0,1,1,0
20484,0,0,0,0,0,0
20485,0,0,0,0,0,0
20486,1,1,0,1,1,0
20487,1,0,1,1,0,1
20488,0,0,0,0,0,0
20489,0,0,0,0,0,0
20490,0,0,0,0,0,0
20491,0,0,0,0,0,0
20492,0,0,0,0,0,0
20493,0,0,0,0,0,0
20494,0,0,0,0,0,0
20495,NSS,NSS,NSS,NSS,NSS,NSS
20496,0,0,0,0,0,0
20497,0,0,0,0,0,0
20498,0,0,0,0,0,0
20499,1,1,0,1,1,0
20500,1,1,0,1,1,0
20501,0,0,0,0,0,0
20502,0,0,0,0,0,0
20503,0,0,0,0,0,0
20504,1,1,0,1,1,0
20505,2,1,1,2,1,1
20506,0,0,0,0,0,0
20507,0,0,0,0,0,0
20508,0,0,0,0,0,0
20509,0,0,0,0,0,0
20510,0,0,0,0,0,0
20511,0,0,0,0,0,0
20512,0,0,0,0,0,0
20513,1,1,0,1,1,0
20514,0,0,0,0,0,0
20515,2,1,1,2,1,1
20516,0,0,0,0,0,0
20517,0,0,0,0,0,0
20518,0,0,0,0,0,0
20519,1,0,1,1,0,1
20520,1,1,0,1,1,0
20521,0,0,0,0,0,0
20522,0,0,0,0,0,0
20523,0,0,0,0,0,0
20524,0,0,0,0,0,0
20525,1,0,1,1,0,1
20526,2,2,0,2,2,0
20527,1,1,0,1,1,0
20528,0,0,0,0,0,0
20529,0,0,0,0,0,0
20530,1,1,0,1,1,0
20531,1,0,1,1,0,1
20532,0,0,0,0,0,0
20533,1,1,0,1,1,0
20534,0,0,0,0,0,0
20535,0,0,0,0,0,0
20536,0,0,0,0,0,0
20537,0,0,0,0,0,0
20538,0,0,0,0,0,0
20539,1,0,1,1,0,1
20540,0,0,0,1,1,0
20541,0,0,0,0,0,0
20542,0,0,0,0,0,0
20543,1,1,0,1,1,0
20544,1,1,0,1,1,0
20545,1,1,0,1,1,0
20546,1,1,0,1,1,0
20547,0,0,0,0,0,0
20548,0,0,0,0,0,0
20549,1,0,1,1,0,1
20550,1,1,0,1,1,0
20551,1,1,0,1,1,0
20552,0,0,0,0,0,0
20553,1,0,1,1,0,1
20554,0,0,0,0,0,0
20555,0,0,0,0,0,0
20556,0,0,0,0,0,0
20557,1,0,1,1,0,1
20558,0,0,0,0,0,0
20559,1,1,0,1,1,0
20560,1,1,0,1,1,0
20561,0,0,0,0,0,0
20562,0,0,0,0,0,0
20563,0,0,0,0,0,0
20564,0,0,0,0,0,0
20565,2,2,0,1,1,0
20566,0,0,0,0,0,0
20567,0,0,0,0,0,0
20568,1,1,0,1,0,1
20569,0,0,0,0,0,0
20570,2,1,1,2,1,1
21001,1,1,0,1,1,0
21002,1,0,1,1,0,1
21003,1,1,0,1,1,0
21004,2,1,1,2,1,1
21005,0,0,0,0,0,0
21006,1,0,1,1,0,1
21007,1,0,1,1,0,1
21008,1,1,0,1,1,0
21009,0,0,0,0,0,0
21010,1,1,0,1,1,0
21011,0,0,0,0,0,0
21012,0,0,0,1,1,0
21013,2,1,1,2,1,1
21014,1,0,1,1,0,1
21015,3,1,2,5,3,2
21016,1,1,0,1,1,0
21017,2,1,1,2,1,1
21018,2,0,2,2,0,2
21019,9,5,4,9,5,4
21020,1,1,0,1,1,0
21021,1,1,0,1,1,0
21022,1,1,0,1,1,0
21023,1,1,0,1,1,0
21024,1,1,0,1,1,0
21025,2,1,1,2,1,1
21026,1,1,0,1,1,0
21027,1,1,0,1,1,0
21028,1,0,1,1,0,1
21029,0,0,0,0,0,0
21030,0,0,0,0,0,0
21031,0,0,0,1,1,0
21032,1,1,0,1,1,0
21033,1,1,0,1,1,0
21034,4,1,3,4,1,3
21035,1,0,1,1,0,1
21036,0,0,0,0,0,0
21037,1,0,1,1,0,1
21038,0,0,0,0,0,0
21039,1,0,1,1,0,1
21040,0,0,0,0,0,0
21041,1,1,0,5,5,0
21042,0,0,0,0,0,0
21043,2,1,1,2,1,1
21044,0,0,0,0,0,0
21045,2,2,0,2,2,0
21046,2,1,1,2,1,1
21047,0,0,0,0,0,0
21048,2,1,1,2,1,1
21049,1,0,1,1,0,1
21050,0,0,0,0,0,0
21051,1,1,0,1,1,0
21052,0,0,0,0,0,0
21053,2,2,0,2,2,0
21054,1,1,0,1,1,0
21055,1,1,0,1,1,0
21056,1,1,0,0,0,0
21057,0,0,0,0,0,0
21058,1,1,0,1,1,0
21059,1,1,0,1,1,0
21060,1,1,0,1,1,0
21061,0,0,0,0,0,0
21062,1,1,0,1,1,0
21063,1,1,0,1,1,0
21064,2,0,2,2,0,2
21065,5,1,4,5,1,4
21066,1,1,0,1,1,0
21067,2,1,1,2,1,1
21068,0,0,0,0,0,0
21069,1,1,0,1,1,0
21070,2,0,2,0,0,0
21071,18,0,18,18,0,18
21072,1,1,0,1,1,0
21073,1,1,0,1,1,0
