ubicageo_f,apalin1,apalin2,apalin3,apalin5,apalin6,apalin7
21074,2,2,0,2,2,0
21075,2,1,1,2,1,1
21076,1,1,0,1,1,0
21077,1,1,0,1,1,0
21078,1,0,1,1,0,1
21079,2,1,1,2,1,1
21080,0,0,0,0,0,0
21081,0,0,0,0,0,0
21082,1,1,0,1,1,0
21083,1,1,0,1,1,0
21084,1,1,0,1,1,0
21085,1,1,0,2,2,0
21086,1,1,0,1,1,0
21087,0,0,0,0,0,0
21088,2,2,0,2,2,0
21089,1,1,0,1,1,0
21090,2,1,1,2,1,1
21091,1,1,0,1,1,0
21092,1,0,1,1,0,1
21093,1,1,0,1,1,0
21094,3,2,1,3,2,1
21095,0,0,0,0,0,0
21096,0,0,0,1,0,1
21097,1,1,0,1,1,0
21098,1,1,0,1,1,0
21099,1,0,1,1,0,1
21100,0,0,0,0,0,0
21101,1,1,0,1,1,0
21102,1,1,0,1,1,0
21103,1,1,0,2,2,0
21104,1,1,0,1,1,0
21105,1,1,0,1,1,0
21106,4,3,1,4,3,1
21107,1,0,1,1,0,1
21108,1,1,0,2,2,0
21109,1,1,0,1,1,0
21110,1,1,0,1,1,0
21111,1,1,0,1,1,0
21112,1,1,0,1,1,0
21113,1,0,1,0,0,0
21114,181,1,180,310,130,180
21115,1,1,0,1,1,0
21116,1,1,0,1,1,0
21117,1,1,0,1,1,0
21118,1,1,0,1,1,0
21119,1,1,0,55,50,5
21120,0,0,0,0,0,0
21121,0,0,0,0,0,0
21122,1,1,0,1,1,0
21123,1,1,0,1,1,0
21124,1,1,0,1,1,0
21125,1,1,0,2,1,1
21126,1,1,0,1,1,0
21127,1,1,0,1,1,0
21128,1,1,0,1,1,0
21129,1,0,1,1,0,1
21130,1,0,1,1,0,1
21131,0,0,0,0,0,0
21132,2,2,0,17,15,2
21133,1,1,0,2,1,1
21134,1,1,0,1,1,0
21135,1,1,0,1,1,0
21136,2,1,1,2,1,1
21137,1,0,1,1,0,1
21138,1,1,0,1,1,0
21139,1,1,0,1,1,0
21140,0,0,0,4,4,0
21141,1,1,0,1,1,0
21142,1,1,0,1,0,1
21143,2,1,1,2,1,1
21144,1,1,0,1,1,0
21145,0,0,0,0,0,0
21146,0,0,0,0,0,0
21147,1,0,1,1,0,1
21148,1,1,0,1,1,0
21149,1,1,0,1,1,0
21150,0,0,0,0,0,0
21151,2,1,1,2,1,1
21152,2,1,1,2,1,1
21153,1,1,0,2,1,1
21154,1,1,0,1,1,0
21155,1,1,0,1,1,0
21156,4,3,1,4,3,1
21157,1,1,0,1,1,0
21158,3,1,2,3,1,2
21159,1,1,0,1,1,0
21160,0,0,0,0,0,0
21161,1,1,0,1,1,0
21162,1,1,0,1,1,0
21163,2,1,1,2,1,1
21164,3,1,2,3,1,2
21165,0,0,0,0,0,0
21166,1,1,0,1,1,0
21167,1,1,0,1,1,0
21168,1,1,0,1,1,0
21169,1,1,0,1,1,0
21170,1,0,1,1,0,1
21171,1,1,0,1,1,0
21172,1,1,0,2,1,1
21173,2,1,1,2,1,1
21174,9,9,0,9,9,0
21175,1,1,0,1,1,0
21176,1,1,0,1,1,0
21177,1,1,0,1,1,0
21178,0,0,0,0,0,0
21179,1,0,1,1,0,1
21180,1,1,0,1,1,0
21181,1,1,0,1,1,0
21182,1,1,0,1,1,0
21183,1,1,0,1,1,0
21184,1,0,1,1,0,1
21185,1,1,0,1,1,0
21186,6,5,1,6,5,1
21187,0,0,0,0,0,0
21188,1,1,0,0,0,0
21189,1,1,0,1,1,0
21190,1,0,1,1,0,1
21191,0,0,0,0,0,0
21192,0,0,0,0,0,0
21193,0,0,0,0,0,0
21194,2,2,0,2,2,0
21195,1,1,0,1,1,0
21196,0,0,0,1,1,0
21197,12,1,11,12,1,11
21198,0,0,0,0,0,0
21199,1,1,0,1,1,0
21200,1,1,0,1,1,0
21201,1,1,0,1,1,0
21202,2,1,1,2,1,1
21203,1,1,0,1,1,0
21204,1,1,0,0,0,0
21205,1,1,0,1,1,0
21206,0,0,0,0,0,0
21207,4,2,2,4,2,2
21208,3,2,1,3,2,1
21209,0,0,0,0,0,0
21210,1,0,1,1,0,1
21211,2,1,1,2,1,1
21212,3,2,1,3,2,1
21213,1,1,0,1,1,0
21214,1,1,0,2,2,0
21215,1,0,1,1,0,1
21216,0,0,0,1,1,0
21217,1,1,0,1,1,0
22001,2,2,0,7,7,0
22002,2,2,0,2,2,0
22003,1,1,0,1,1,0
22004,2,1,1,10,10,0
22005,8,7,1,8,7,1
22006,45,7,38,91,53,38
22007,4,3,1,4,3,1
22008,13,2,11,2,2,0
22009,2,2,0,2,2,0
22010,5,5,0,5,5,0
22011,26,10,16,48,32,16
22012,3,2,1,3,2,1
22013,2,2,0,2,2,0
22014,21,21,0,162,162,0
22015,1,1,0,0,0,0
22016,96,6,90,3,3,0
22017,5,4,1,10,9,1
22018,2,2,0,2,2,0
23001,0,0,0,0,0,0
23002,1,1,0,1,1,0
23003,1,1,0,5,5,0
23004,2,2,0,6,6,0
23005,10,10,0,12,12,0
23006,2,1,1,2,1,1
23007,1,0,1,1,0,1
23008,27,26,1,27,26,1
23009,2,2,0,1,0,1
23010,0,0,0,0,0,0
23011,1,0,1,1,0,1
24001,0,0,0,0,0,0
24002,1,1,0,1,1,0
24003,1,0,1,1,0,1
24004,0,0,0,0,0,0
24005,0,0,0,1,1,0
24006,1,1,0,1,1,0
24007,1,1,0,1,1,0
24008,2,2,0,2,2,0
24009,0,0,0,0,0,0
24010,0,0,0,0,0,0
24011,1,1,0,2,2,0
24012,1,1,0,1,1,0
24013,2,2,0,2,2,0
24014,1,1,0,1,1,0
24015,1,1,0,1,1,0
24016,1,1,0,1,1,0
24017,0,0,0,0,0,0
24018,1,0,1,1,0,1
24019,1,1,0,0,0,0
24020,2,2,0,2,2,0
24021,1,1,0,1,1,0
24022,1,1,0,2,1,1
24023,1,1,0,1,1,0
24024,2,2,0,12,12,0
24025,1,1,0,1,1,0
24026,1,1,0,1,1,0
24027,1,1,0,1,1,0
24028,10,10,0,287,87,200
24029,1,1,0,1,1,0
24030,NA,NA,NA,NA,NA,NA
24031,1,1,0,0,0,0
24032,0,0,0,2,2,0
24033,1,0,1,1,0,1
24034,1,0,1,1,0,1
24035,6,3,3,12,9,3
24036,1,1,0,1,1,0
24037,1,1,0,1,1,0
24038,1,0,1,1,0,1
24039,1,1,0,1,1,0
24040,1,1,0,1,1,0
24041,1,1,0,1,1,0
24042,1,0,1,1,0,1
24043,1,1,0,1,0,1
24044,0,0,0,1,0,1
24045,1,0,1,1,0,1
24046,0,0,0,0,0,0
24047,0,0,0,1,0,1
24048,2,1,1,2,1,1
24049,1,1,0,1,1,0
24050,2,1,1,2,1,1
24051,1,1,0,1,1,0
24052,1,1,0,1,1,0
24053,1,1,0,1,1,0
24054,1,1,0,1,1,0
24055,1,0,1,1,0,1
24056,1,1,0,1,1,0
24057,1,1,0,1,1,0
24058,1,0,1,1,0,1
25001,8,8,0,48,48,0
25002,4,3,1,4,3,1
25003,1,1,0,1,1,0
25004,1,1,0,4,4,0
25005,2,2,0,1,1,0
25006,61,61,0,61,61,0
25007,1,1,0,1,1,0
25008,2,2,0,2,2,0
25009,6,6,0,9,9,0
25010,2,2,0,2,2,0
25011,5,5,0,5,5,0
25012,74,74,0,78,78,0
25013,2,2,0,4,4,0
25014,2,2,0,2,2,0
25015,5,4,1,5,4,1
25016,1,1,0,2,2,0
25017,1,1,0,1,1,0
25018,2,2,0,2,2,0
26001,1,1,0,1,1,0
26002,2,1,1,2,1,1
26003,1,1,0,1,1,0
26004,1,1,0,1,1,0
26005,0,0,0,0,0,0
26006,1,1,0,1,1,0
26007,0,0,0,1,1,0
26008,5,1,4,5,1,4
26009,1,1,0,0,0,0
26010,1,1,0,1,1,0
26011,2,1,1,2,1,1
26012,1,1,0,1,1,0
26013,4,0,4,4,0,4
26014,1,0,1,1,0,1
26015,0,0,0,0,0,0
26016,1,1,0,1,1,0
26017,5,5,0,5,5,0
26018,1,1,0,69,69,0
26019,5,5,0,12,12,0
26020,1,1,0,1,1,0
26021,2,0,2,1,0,1
26022,1,1,0,1,1,0
26023,2,2,0,2,2,0
26024,0,0,0,0,0,0
26025,0,0,0,0,0,0
26026,1,1,0,1,1,0
26027,2,2,0,3,3,0
26028,0,0,0,0,0,0
26029,3,3,0,3,3,0
26030,119,19,100,255,155,100
26031,0,0,0,0,0,0
26032,1,1,0,1,1,0
26033,1,1,0,1,1,0
26034,0,0,0,0,0,0
26035,1,1,0,2,2,0
26036,1,1,0,1,1,0
26037,0,0,0,0,0,0
26038,1,1,0,2,1,1
26039,1,1,0,1,1,0
26040,4,0,4,0,0,0
26041,2,2,0,2,2,0
26042,2,2,0,2,2,0
26043,1,1,0,28,28,0
26044,1,0,1,1,0,1
26045,0,0,0,0,0,0
26046,0,0,0,0,0,0
26047,2,2,0,2,2,0
26048,1,1,0,9,9,0
26049,0,0,0,0,0,0
26050,1,0,1,1,0,1
26051,1,1,0,0,0,0
26052,1,1,0,1,0,1
26053,0,0,0,0,0,0
26054,0,0,0,0,0,0
26055,4,3,1,11,10,1
26056,1,1,0,1,1,0
26057,2,0,2,2,0,2
26058,2,2,0,2,2,0
26059,1,1,0,1,0,1
26060,0,0,0,0,0,0
26061,1,0,1,1,0,1
26062,0,0,0,0,0,0
26063,1,1,0,1,1,0
26064,1,0,1,1,0,1
26065,0,0,0,0,0,0
26066,1,1,0,1,1,0
26067,0,0,0,0,0,0
26068,0,0,0,0,0,0
26069,2,2,0,2,2,0
26070,1,1,0,5,5,0
26071,2,2,0,2,2,0
26072,1,1,0,1,1,0
27001,3,2,1,3,2,1
27002,5,3,2,5,3,2
27003,1,1,0,1,1,0
27004,NA,NA,NA,NA,NA,NA
27005,3,3,0,3,3,0
27006,0,0,0,3,0,3
27007,0,0,0,1,0,1
27008,5,3,2,5,3,2
27009,1,1,0,0,0,0
27010,1,1,0,0,0,0
27011,1,0,1,1,1,0
27012,2,2,0,1,1,0
27013,0,0,0,0,0,0
27014,1,1,0,0,0,0
27015,1,1,0,1,1,0
27016,1,1,0,1,1,0
27017,2,2,0,2,2,0
28001,NA,NA,NA,NA,NA,NA
28002,NA,NA,NA,NA,NA,NA
28003,NA,NA,NA,NA,NA,NA
28004,NA,NA,NA,NA,NA,NA
28005,NA,NA,NA,NA,NA,NA
28006,NA,NA,NA,NA,NA,NA
28007,NA,NA,NA,NA,NA,NA
28008,NA,NA,NA,NA,NA,NA
28009,NA,NA,NA,NA,NA,NA
28010,NA,NA,NA,NA,NA,NA
28011,NA,NA,NA,NA,NA,NA
28012,NA,NA,NA,NA,NA,NA
28013,NA,NA,NA,NA,NA,NA
28014,NA,NA,NA,NA,NA,NA
28015,NA,NA,NA,NA,NA,NA
28016,NA,NA,NA,NA,NA,NA
28017,NA,NA,NA,NA,NA,NA
28018,NA,NA,NA,NA,NA,NA
28019,NA,NA,NA,NA,NA,NA
28020,NA,NA,NA,NA,NA,NA
28021,NA,NA,NA,NA,NA,NA
28022,NA,NA,NA,NA,NA,NA
28023,NA,NA,NA,NA,NA,NA
28024,NA,NA,NA,NA,NA,NA
28025,NA,NA,NA,NA,NA,NA
28026,NA,NA,NA,NA,NA,NA
28027,NA,NA,NA,NA,NA,NA
28028,NA,NA,NA,NA,NA,NA
28029,NA,NA,NA,NA,NA,NA
28030,NA,NA,NA,NA,NA,NA
28031,NA,NA,NA,NA,NA,NA
28032,NA,NA,NA,NA,NA,NA
28033,NA,NA,NA,NA,NA,NA
28034,NA,NA,NA,NA,NA,NA
28035,NA,NA,NA,NA,NA,NA
28036,NA,NA,NA,NA,NA,NA
28037,NA,NA,NA,NA,NA,NA
28038,NA,NA,NA,NA,NA,NA
28039,NA,NA,NA,NA,NA,NA
28040,NA,NA,NA,NA,NA,NA
28041,NA,NA,NA,NA,NA,NA
28042,NA,NA,NA,NA,NA,NA
28043,NA,NA,NA,NA,NA,NA
29001,3,2,1,3,2,1
29002,0,0,0,0,0,0
29003,2,2,0,2,2,0
29004,1,1,0,1,1,0
29005,1,1,0,2,1,1
29006,1,1,0,1,1,0
29007,1,1,0,1,1,0
29008,1,1,0,2,2,0
29009,1,0,1,1,0,1
29010,2,1,1,2,1,1
29011,1,1,0,1,1,0
29012,1,1,0,1,1,0
29013,5,2,3,5,2,3
29014,1,1,0,1,1,0
29015,2,1,1,3,2,1
29016,2,1,1,3,2,1
29017,0,0,0,1,1,0
29018,2,1,1,2,1,1
29019,1,1,0,3,1,2
29020,1,1,0,1,1,0
29021,1,1,0,1,1,0
29022,0,0,0,2,2,0
29023,2,2,0,2,2,0
29024,2,1,1,2,1,1
29025,4,3,1,4,3,1
29026,1,1,0,1,1,0
29027,1,0,1,1,0,1
29028,1,1,0,1,1,0
29029,2,1,1,2,1,1
29030,2,2,0,2,2,0
29031,3,1,2,3,1,2
29032,1,1,0,1,1,0
29033,3,2,1,3,2,1
29034,1,1,0,1,1,0
29035,1,1,0,1,1,0
29036,1,0,1,1,0,1
29037,1,1,0,1,1,0
29038,1,1,0,1,1,0
29039,7,1,6,7,1,6
29040,1,1,0,1,1,0
29041,3,2,1,3,2,1
29042,1,0,1,1,0,1
29043,2,1,1,2,1,1
29044,2,1,1,2,1,1
29045,1,1,0,1,1,0
29046,0,0,0,0,0,0
29047,0,0,0,0,0,0
29048,2,1,1,2,1,1
29049,1,1,0,1,1,0
29050,1,1,0,1,1,0
29051,1,1,0,1,1,0
29052,1,0,1,1,0,1
29053,1,1,0,1,1,0
29054,1,1,0,1,0,1
29055,1,0,1,1,0,1
29056,1,1,0,1,1,0
29057,0,0,0,1,1,0
29058,1,1,0,2,2,0
29059,1,0,1,1,0,1
29060,1,1,0,1,1,0
30001,1,1,0,1,1,0
30002,0,0,0,0,0,0
30003,0,0,0,0,0,0
30004,1,1,0,1,1,0
30005,0,0,0,0,0,0
30006,NA,NA,NA,NA,NA,NA
30007,1,1,0,1,1,0
30008,1,1,0,1,1,0
30009,1,1,0,1,1,0
30010,0,0,0,0,0,0
30011,1,1,0,1,1,0
30012,0,0,0,0,0,0
30013,0,0,0,0,0,0
30014,1,1,0,1,1,0
30015,1,1,0,1,1,0
30016,0,0,0,0,0,0
30017,1,0,1,1,0,1
30018,3,0,3,3,0,3
30019,1,1,0,1,1,0
30020,0,0,0,0,0,0
30021,1,1,0,1,1,0
30022,2,2,0,2,2,0
30023,2,1,1,2,1,1
30024,1,1,0,1,1,0
30025,1,1,0,1,1,0
30026,1,0,1,1,0,1
30027,1,1,0,1,1,0
30028,0,0,0,1,1,0
30029,1,0,1,1,0,1
30030,1,0,1,1,0,1
30031,0,0,0,1,1,0
30032,1,1,0,1,1,0
30033,1,1,0,1,1,0
30034,1,1,0,1,1,0
30035,1,1,0,1,1,0
30036,1,1,0,1,1,0
30037,1,1,0,1,1,0
30038,2,2,0,2,2,0
30039,3,3,0,3,3,0
30040,1,1,0,1,1,0
30041,1,0,1,1,0,1
30042,0,0,0,0,0,0
30043,1,1,0,1,1,0
30044,0,0,0,0,0,0
30045,1,1,0,1,1,0
30046,0,0,0,0,0,0
30047,1,1,0,1,1,0
30048,1,1,0,1,1,0
30049,0,0,0,0,0,0
30050,1,0,1,1,0,1
30051,0,0,0,0,0,0
30052,0,0,0,0,0,0
30053,1,1,0,1,1,0
30054,0,0,0,0,0,0
30055,0,0,0,0,0,0
30056,1,1,0,1,1,0
30057,1,1,0,1,1,0
30058,1,1,0,1,1,0
30059,2,1,1,2,1,1
30060,1,1,0,1,1,0
30061,0,0,0,0,0,0
30062,1,1,0,1,1,0
30063,2,1,1,1,0,1
30064,0,0,0,0,0,0
30065,1,1,0,1,1,0
30066,0,0,0,0,0,0
30067,0,0,0,0,0,0
30068,0,0,0,0,0,0
30069,1,0,1,1,0,1
30070,0,0,0,0,0,0
30071,3,2,1,3,2,1
30072,0,0,0,0,0,0
30073,2,1,1,2,1,1
30074,0,0,0,0,0,0
30075,0,0,0,0,0,0
30076,1,1,0,1,1,0
30077,1,1,0,0,0,0
30078,1,1,0,1,1,0
30079,1,0,1,1,0,1
30080,1,1,0,0,0,0
30081,1,1,0,1,1,0
30082,NA,NA,NA,NA,NA,NA
30083,0,0,0,0,0,0
30084,0,0,0,0,0,0
30085,1,1,0,1,0,1
30086,2,1,1,2,1,1
30087,1,1,0,12,12,0
30088,1,1,0,1,1,0
30089,1,1,0,1,1,0
30090,1,1,0,1,1,0
30091,1,1,0,1,1,0
30092,1,0,1,1,0,1
30093,1,1,0,1,1,0
30094,1,1,0,1,0,1
30095,1,1,0,1,1,0
30096,0,0,0,1,1,0
30097,2,2,0,2,2,0
30098,1,1,0,1,1,0
30099,2,1,1,2,1,1
30100,0,0,0,0,0,0
30101,1,1,0,1,1,0
30102,1,1,0,0,0,0
30103,0,0,0,0,0,0
30104,1,1,0,1,1,0
30105,NA,NA,NA,NA,NA,NA
30106,0,0,0,0,0,0
30107,0,0,0,0,0,0
30108,1,1,0,1,1,0
30109,1,1,0,1,1,0
30110,0,0,0,0,0,0
30111,2,2,0,2,2,0
30112,2,1,1,2,1,1
30113,0,0,0,1,1,0
30114,1,1,0,1,1,0
30115,1,1,0,1,1,0
30116,1,1,0,1,1,0
30117,1,1,0,1,1,0
30118,6,4,2,13,11,2
30119,0,0,0,0,0,0
30120,1,1,0,2,2,0
30121,1,1,0,2,1,1
30122,1,0,1,1,0,1
30123,2,2,0,2,2,0
30124,3,2,1,3,2,1
30125,0,0,0,1,1,0
30126,1,1,0,1,1,0
30127,1,0,1,1,0,1
30128,2,1,1,4,3,1
30129,1,1,0,1,1,0
30130,1,1,0,1,1,0
30131,1,1,0,1,1,0
30132,1,0,1,1,0,1
30133,1,1,0,1,1,0
30134,1,0,1,0,0,0
30135,0,0,0,0,0,0
30136,1,1,0,1,1,0
30137,1,0,1,1,0,1
30138,1,1,0,1,1,0
30139,0,0,0,0,0,0
30140,0,0,0,0,0,0
30141,2,2,0,2,2,0
30142,1,1,0,1,1,0
30143,1,1,0,1,1,0
30144,NA,NA,NA,NA,NA,NA
30145,1,1,0,1,1,0
30146,1,1,0,1,1,0
30147,NA,NA,NA,NA,NA,NA
30148,1,1,0,1,1,0
30149,0,0,0,1,1,0
30150,1,1,0,1,1,0
30151,2,1,1,1,1,0
30152,0,0,0,0,0,0
30153,1,1,0,1,1,0
30154,1,1,0,1,1,0
30155,2,1,1,2,1,1
30156,1,1,0,1,1,0
30157,1,0,1,1,0,1
30158,1,1,0,1,1,0
30159,1,0,1,1,0,1
30160,1,1,0,1,1,0
30161,1,1,0,1,1,0
30162,1,1,0,1,1,0
30163,0,0,0,0,0,0
30164,1,1,0,0,0,0
30165,0,0,0,1,1,0
30166,1,1,0,1,1,0
30167,1,1,0,1,1,0
30168,2,1,1,2,1,1
30169,NA,NA,NA,NA,NA,NA
30170,0,0,0,0,0,0
30171,1,1,0,1,1,0
30172,1,1,0,1,1,0
30173,1,1,0,1,1,0
30174,3,2,1,3,2,1
30175,0,0,0,0,0,0
30176,2,1,1,2,1,1
30177,1,1,0,1,1,0
30178,1,1,0,1,1,0
30179,1,0,1,1,0,1
30180,1,0,1,1,0,1
30181,2,1,1,2,1,1
30182,NSS,NSS,NSS,NSS,NSS,NSS
30183,1,1,0,1,1,0
30184,0,0,0,0,0,0
30185,2,1,1,2,1,1
30186,2,1,1,2,1,1
30187,0,0,0,0,0,0
30188,1,1,0,2,2,0
30189,4,4,0,3,3,0
30190,0,0,0,0,0,0
30191,NA,NA,NA,NA,NA,NA
30192,1,1,0,1,1,0
30193,3,3,0,15,15,0
30194,1,1,0,1,1,0
30195,0,0,0,0,0,0
30196,1,1,0,1,1,0
30197,1,1,0,1,1,0
30198,0,0,0,0,0,0
30199,0,0,0,1,0,1
30200,1,1,0,1,1,0
30201,2,1,1,2,1,1
30202,0,0,0,0,0,0
30203,0,0,0,0,0,0
30204,1,1,0,1,1,0
30205,0,0,0,0,0,0
30206,1,1,0,1,1,0
30207,0,0,0,0,0,0
30208,1,1,0,1,1,0
30209,0,0,0,0,0,0
30210,0,0,0,1,0,1
30211,1,1,0,1,1,0
30212,0,0,0,0,0,0
31001,1,0,1,1,0,1
31002,1,0,1,1,0,1
31003,1,0,1,1,0,1
31004,1,1,0,1,1,0
31005,0,0,0,0,0,0
31006,0,0,0,1,0,1
31007,1,0,1,1,0,1
31008,0,0,0,0,0,0
31009,2,1,1,2,1,1
31010,0,0,0,0,0,0
31011,1,0,1,1,0,1
31012,0,0,0,0,0,0
31013,2,1,1,2,1,1
31014,0,0,0,0,0,0
31015,0,0,0,0,0,0
31016,1,0,1,1,0,1
31017,0,0,0,0,0,0
31018,1,0,1,1,0,1
31019,1,1,0,1,1,0
31020,1,1,0,1,1,0
31021,1,1,0,1,1,0
31022,0,0,0,0,0,0
31023,1,0,1,1,0,1
31024,1,0,1,1,0,1
31025,1,0,1,1,0,1
31026,1,0,1,1,0,1
31027,1,0,1,1,0,1
31028,1,0,1,1,0,1
31029,1,0,1,1,0,1
31030,2,0,2,2,0,2
31031,0,0,0,1,0,1
31032,1,1,0,1,1,0
31033,2,1,1,1,0,1
31034,0,0,0,0,0,0
31035,1,0,1,1,0,1
31036,0,0,0,0,0,0
31037,1,0,1,1,0,1
31038,2,1,1,2,1,1
31039,1,0,1,1,0,1
31040,2,0,2,2,0,2
31041,4,2,2,4,2,2
31042,1,0,1,1,0,1
31043,1,0,1,1,0,1
31044,1,0,1,1,0,1
31045,1,0,1,1,0,1
31046,0,0,0,0,0,0
31047,1,0,1,1,0,1
31048,1,1,0,1,1,0
31049,1,0,1,1,0,1
31050,46,45,1,46,45,1
31051,1,0,1,1,0,1
31052,1,1,0,1,1,0
31053,1,0,1,1,0,1
31054,1,0,1,1,0,1
31055,0,0,0,0,0,0
31056,2,1,1,2,1,1
31057,1,1,0,1,1,0
31058,1,1,0,1,1,0
31059,2,1,1,5,4,1
31060,0,0,0,0,0,0
31061,0,0,0,0,0,0
31062,1,0,1,1,0,1
31063,0,0,0,1,0,1
31064,0,0,0,0,0,0
31065,0,0,0,0,0,0
31066,1,0,1,1,0,1
31067,1,0,1,1,0,1
31068,1,0,1,1,0,1
31069,1,0,1,1,0,1
31070,0,0,0,1,0,1
31071,0,0,0,1,0,1
31072,1,1,0,1,1,0
31073,0,0,0,0,0,0
31074,1,0,1,1,0,1
31075,1,0,1,1,0,1
31076,2,1,1,2,1,1
31077,0,0,0,0,0,0
31078,1,0,1,1,0,1
31079,1,1,0,1,1,0
31080,1,0,1,1,0,1
31081,1,0,1,1,0,1
31082,1,0,1,1,0,1
31083,1,0,1,1,0,1
31084,2,0,2,2,0,2
31085,0,0,0,1,0,1
31086,0,0,0,0,0,0
31087,0,0,0,0,0,0
31088,1,1,0,1,1,0
31089,1,1,0,1,1,0
31090,1,0,1,1,0,1
31091,2,1,1,2,1,1
31092,0,0,0,0,0,0
31093,2,2,0,2,2,0
31094,1,1,0,1,1,0
31095,1,0,1,1,0,1
31096,6,5,1,5,4,1
31097,0,0,0,1,0,1
31098,1,0,1,1,0,1
31099,0,0,0,1,0,1
31100,1,1,0,1,1,0
31101,1,1,0,1,1,0
31102,3,3,0,4,3,1
31103,0,0,0,0,0,0
31104,1,1,0,1,1,0
31105,1,0,1,1,0,1
31106,1,0,1,1,0,1
32001,1,1,0,1,1,0
32002,NA,NA,NA,NA,NA,NA
32003,1,1,0,1,1,0
32004,1,1,0,1,1,0
32005,3,3,0,5,5,0
32006,0,0,0,0,0,0
32007,1,1,0,1,1,0
32008,1,0,1,1,0,1
32009,1,1,0,1,1,0
32010,1,1,0,6,6,0
32011,1,1,0,1,1,0
32012,1,1,0,1,1,0
32013,2,1,1,2,1,1
32014,1,1,0,1,0,1
32015,1,1,0,0,0,0
32016,1,1,0,1,1,0
32017,4,2,2,5,3,2
32018,1,1,0,2,2,0
32019,2,2,0,0,0,0
32020,4,4,0,5,5,0
32021,1,1,0,1,1,0
32022,1,1,0,1,1,0
32023,1,1,0,1,1,0
32024,1,1,0,1,1,0
32025,1,1,0,1,1,0
32026,1,1,0,2,2,0
32027,1,1,0,0,0,0
32028,1,0,1,1,0,1
32029,1,1,0,1,1,0
32030,1,1,0,0,0,0
32031,2,2,0,2,2,0
32032,1,1,0,2,1,1
32033,1,1,0,1,1,0
32034,3,3,0,5,5,0
32035,1,1,0,1,1,0
32036,3,3,0,3,3,0
32037,1,1,0,1,1,0
32038,1,1,0,1,1,0
32039,1,1,0,2,2,0
32040,1,1,0,1,1,0
32041,0,0,0,0,0,0
32042,2,2,0,3,3,0
32043,1,1,0,1,1,0
32044,0,0,0,1,0,1
32045,3,2,1,3,2,1
32046,2,2,0,2,2,0
32047,1,1,0,1,1,0
32048,2,2,0,2,0,2
32049,3,3,0,3,3,0
32050,1,1,0,2,2,0
32051,2,2,0,2,2,0
32052,1,0,1,1,0,1
32053,1,1,0,1,1,0
32054,1,1,0,0,0,0
32055,1,1,0,1,1,0
32056,9,8,1,24,23,1
32057,1,1,0,1,1,0
32058,1,1,0,1,1,0
